id_usuario,variante,convirtio,dispositivo,pais,duracion_sesion,timestamp
exp_user_4977,control,0,mobile,Argentina,26.8,2025-05-29
exp_user_4978,tratamiento,0,mobile,Mexico,199.6,2025-05-09
exp_user_4979,control,0,desktop,Mexico,296.85,2025-06-28
exp_user_4980,tratamiento,0,mobile,Mexico,201.33,2025-03-07
exp_user_4981,control,1,desktop,Argentina,84.68,2025-06-24
exp_user_4982,control,0,desktop,Mexico,157.98,2025-06-11
exp_user_4983,control,0,mobile,Mexico,47.01,2025-03-25
exp_user_4984,control,1,mobile,Mexico,116.58,2025-03-15
exp_user_4985,control,0,desktop,Mexico,191.27,2025-05-14
exp_user_4986,control,0,desktop,Argentina,57.62,2025-03-04
exp_user_4987,tratamiento,0,mobile,Argentina,142.61,2025-06-15
exp_user_4988,control,0,desktop,Argentina,59.84,2025-05-11
exp_user_4989,control,0,mobile,Mexico,292.85,2025-05-06
exp_user_4990,control,1,desktop,Colombia,157.59,2025-05-08
exp_user_4991,control,0,desktop,Argentina,59.64,2025-03-01
exp_user_4992,control,1,mobile,Argentina,180.22,2025-01-26
exp_user_4993,tratamiento,0,desktop,Mexico,171.5,2025-01-12
exp_user_4994,control,1,desktop,Colombia,237.35,2025-03-14
exp_user_4995,tratamiento,0,mobile,Colombia,171.66,2025-03-09
exp_user_4996,control,0,desktop,Argentina,37.53,2025-01-09
exp_user_4997,control,1,mobile,Argentina,211.15,2025-01-04
exp_user_4998,tratamiento,0,desktop,Mexico,279.67,2025-06-27
exp_user_4999,tratamiento,0,mobile,Colombia,139.91,2025-03-30
exp_user_5000,tratamiento,0,desktop,Mexico,189.9,2025-01-30
exp_user_5001,tratamiento,0,mobile,Colombia,288.12,2025-04-02
exp_user_5002,tratamiento,0,mobile,Colombia,125.82,2025-03-01
exp_user_5003,tratamiento,1,mobile,Mexico,42.87,2025-06-19
exp_user_5004,control,0,mobile,Argentina,74.9,2025-01-26
exp_user_5005,control,0,desktop,Colombia,56.85,2025-01-14
exp_user_5006,tratamiento,0,mobile,Colombia,266.3,2025-06-14
exp_user_5007,tratamiento,1,mobile,Argentina,292.74,2025-01-08
exp_user_5008,control,0,mobile,Argentina,170.57,2025-03-16
exp_user_5009,control,0,desktop,Mexico,38.38,2025-01-02
exp_user_5010,control,0,mobile,Colombia,201.53,2025-05-16
exp_user_5011,control,0,mobile,Mexico,219.05,2025-05-31
exp_user_5012,control,0,desktop,Mexico,175.53,2025-05-02
exp_user_5013,tratamiento,0,mobile,Mexico,25.44,2025-05-19
exp_user_5014,tratamiento,0,mobile,Mexico,121.15,2025-04-29
exp_user_5015,control,0,desktop,Argentina,44.65,2025-05-07
exp_user_5016,tratamiento,1,desktop,Mexico,287.46,2025-05-15
exp_user_5017,control,1,mobile,Mexico,248.63,2025-01-13
exp_user_5018,control,0,mobile,Argentina,288.63,2025-04-18
exp_user_5019,control,0,desktop,Mexico,286.46,2025-02-24
exp_user_5020,control,0,desktop,Mexico,268.83,2025-02-20
exp_user_5021,tratamiento,0,desktop,Colombia,78.41,2025-01-20
exp_user_5022,tratamiento,0,mobile,Mexico,144.67,2025-03-09
exp_user_5023,control,0,mobile,Mexico,206.83,2025-06-20
exp_user_5024,control,0,mobile,Mexico,228.49,2025-01-01
exp_user_5025,control,0,desktop,Mexico,241.79,2025-06-08
exp_user_5026,control,0,mobile,Colombia,209.12,2025-06-28
exp_user_5027,tratamiento,0,mobile,Argentina,161.92,2025-01-31
exp_user_5028,control,0,mobile,Mexico,168.13,2025-02-07
exp_user_5029,control,0,desktop,Mexico,121.01,2025-01-18
exp_user_5030,tratamiento,1,mobile,Mexico,122.68,2025-02-26
exp_user_5031,tratamiento,0,mobile,Colombia,49.7,2025-06-07
exp_user_5032,tratamiento,0,desktop,Colombia,177.56,2025-05-30
exp_user_5033,tratamiento,0,desktop,Mexico,102.95,2025-05-07
exp_user_5034,control,1,mobile,Colombia,53.6,2025-01-06
exp_user_5035,tratamiento,0,mobile,Argentina,91.97,2025-03-03
exp_user_5036,control,0,desktop,Colombia,76.25,2025-01-19
exp_user_5037,control,0,desktop,Colombia,98.62,2025-01-02
exp_user_5038,control,0,desktop,Colombia,186.88,2025-02-26
exp_user_5039,tratamiento,0,mobile,Argentina,127.63,2025-05-15
exp_user_5040,control,0,desktop,Argentina,204.45,2025-06-25
exp_user_5041,tratamiento,0,mobile,Colombia,141,2025-03-20
exp_user_5042,control,0,desktop,Argentina,117.19,2025-04-23
exp_user_5043,control,1,mobile,Mexico,91.91,2025-05-01
exp_user_5044,control,0,desktop,Colombia,234.03,2025-01-03
exp_user_5045,control,0,desktop,Mexico,113.67,2025-02-04
exp_user_5046,tratamiento,0,mobile,Mexico,44.1,2025-05-07
exp_user_5047,control,0,mobile,Mexico,137.15,2025-02-22
exp_user_5048,control,0,desktop,Colombia,207.73,2025-04-11
exp_user_5049,tratamiento,0,desktop,Colombia,217.96,2025-03-31
exp_user_5050,tratamiento,0,desktop,Argentina,84.78,2025-02-03
exp_user_5051,tratamiento,0,mobile,Argentina,81.74,2025-06-03
exp_user_5052,tratamiento,0,mobile,Colombia,67.12,2025-01-22
exp_user_5053,tratamiento,0,mobile,Mexico,270.9,2025-01-17
exp_user_5054,control,0,mobile,Argentina,227.37,2025-01-06
exp_user_5055,tratamiento,0,mobile,Mexico,265.24,2025-06-04
exp_user_5056,tratamiento,0,mobile,Argentina,107.08,2025-05-01
exp_user_5057,tratamiento,0,mobile,Argentina,46.26,2025-03-29
exp_user_5058,tratamiento,0,mobile,Argentina,57.24,2025-04-23
exp_user_5059,tratamiento,0,desktop,Argentina,47.65,2025-06-15
exp_user_5060,control,0,desktop,Mexico,61.52,2025-03-17
exp_user_5061,control,0,desktop,Argentina,276.07,2025-06-11
exp_user_5062,tratamiento,0,desktop,Colombia,88.83,2025-02-26
exp_user_5063,control,0,desktop,Colombia,111.62,2025-04-04
exp_user_5064,control,0,desktop,Argentina,194.94,2025-03-16
exp_user_5065,control,0,mobile,Colombia,299.57,2025-02-09
exp_user_5066,control,0,mobile,Argentina,25.79,2025-05-11
exp_user_5067,control,1,desktop,Argentina,119.21,2025-03-01
exp_user_5068,control,0,desktop,Colombia,65.82,2025-01-25
exp_user_5069,tratamiento,0,mobile,Colombia,191.27,2025-04-01
exp_user_5070,control,1,desktop,Colombia,52.73,2025-03-30
exp_user_5071,control,0,desktop,Argentina,122.36,2025-01-23
exp_user_5072,tratamiento,0,mobile,Mexico,274.87,2025-03-05
exp_user_5073,control,0,mobile,Colombia,101.72,2025-01-01
exp_user_5074,control,0,desktop,Colombia,265.33,2025-05-18
exp_user_5075,tratamiento,0,desktop,Argentina,161.83,2025-01-30
exp_user_5076,control,0,desktop,Mexico,230.15,2025-01-28
exp_user_5077,control,0,mobile,Mexico,142.24,2025-04-03
exp_user_5078,tratamiento,0,mobile,Colombia,200.09,2025-02-17
exp_user_5079,tratamiento,0,desktop,Mexico,68.22,2025-02-06
exp_user_5080,tratamiento,1,mobile,Mexico,264.97,2025-01-22
exp_user_5081,tratamiento,0,mobile,Mexico,218.48,2025-05-15
exp_user_5082,control,1,desktop,Colombia,110.55,2025-03-22
exp_user_5083,control,0,mobile,Mexico,211.99,2025-04-12
exp_user_5084,tratamiento,0,desktop,Argentina,144.98,2025-05-05
exp_user_5085,control,0,mobile,Mexico,229.38,2025-05-24
exp_user_5086,control,0,desktop,Mexico,246.96,2025-03-21
exp_user_5087,tratamiento,0,mobile,Argentina,46.9,2025-05-02
exp_user_5088,tratamiento,1,desktop,Argentina,141.79,2025-05-21
exp_user_5089,control,0,desktop,Colombia,269.03,2025-01-15
exp_user_5090,tratamiento,0,desktop,Colombia,189.89,2025-05-31
exp_user_5091,tratamiento,1,desktop,Argentina,106.5,2025-03-26
exp_user_5092,control,0,desktop,Mexico,142.6,2025-03-19
exp_user_5093,tratamiento,0,mobile,Mexico,110.67,2025-01-04
exp_user_5094,control,0,desktop,Mexico,30.83,2025-04-20
exp_user_5095,tratamiento,0,mobile,Mexico,248.46,2025-02-18
exp_user_5096,control,0,mobile,Argentina,82.88,2025-01-23
exp_user_5097,control,0,mobile,Argentina,288.17,2025-05-04
exp_user_5098,control,0,mobile,Argentina,213.56,2025-06-06
exp_user_5099,control,0,mobile,Colombia,101.82,2025-04-16
exp_user_5100,tratamiento,0,mobile,Argentina,165.7,2025-01-05
exp_user_5101,tratamiento,1,desktop,Mexico,103.23,2025-05-29
exp_user_5102,tratamiento,0,desktop,Colombia,227.57,2025-05-10
exp_user_5103,control,0,desktop,Mexico,229.27,2025-06-16
exp_user_5104,tratamiento,0,desktop,Mexico,237.93,2025-03-13
exp_user_5105,tratamiento,0,mobile,Colombia,127.1,2025-02-26
exp_user_5106,tratamiento,0,mobile,Argentina,190.51,2025-02-17
exp_user_5107,control,0,desktop,Colombia,246.71,2025-03-25
exp_user_5108,tratamiento,0,desktop,Colombia,222.38,2025-04-23
exp_user_5109,tratamiento,0,desktop,Argentina,261.66,2025-05-08
exp_user_5110,tratamiento,0,mobile,Argentina,27.13,2025-01-05
exp_user_5111,tratamiento,0,mobile,Colombia,126.02,2025-02-06
exp_user_5112,control,0,desktop,Colombia,295.61,2025-05-26
exp_user_5113,control,0,desktop,Mexico,263.79,2025-02-01
exp_user_5114,control,0,desktop,Colombia,85.77,2025-04-05
exp_user_5115,tratamiento,0,mobile,Mexico,175.41,2025-03-19
exp_user_5116,control,1,mobile,Argentina,22.43,2025-02-01
exp_user_5117,control,0,mobile,Colombia,272.73,2025-04-22
exp_user_5118,control,0,desktop,Mexico,284.58,2025-04-02
exp_user_5119,tratamiento,1,desktop,Colombia,84.76,2025-04-16
exp_user_5120,tratamiento,0,mobile,Argentina,237.9,2025-01-17
exp_user_5121,control,0,mobile,Argentina,61.53,2025-04-22
exp_user_5122,control,0,mobile,Mexico,65.44,2025-03-09
exp_user_5123,tratamiento,0,mobile,Mexico,264.97,2025-02-10
exp_user_5124,tratamiento,0,desktop,Argentina,34.76,2025-04-16
exp_user_5125,control,0,mobile,Mexico,180.66,2025-05-04
exp_user_5126,tratamiento,0,mobile,Colombia,117.39,2025-06-19
exp_user_5127,tratamiento,0,mobile,Mexico,146.27,2025-06-06
exp_user_5128,control,0,mobile,Mexico,98.34,2025-01-14
exp_user_5129,control,0,mobile,Colombia,186.02,2025-06-06
exp_user_5130,tratamiento,0,mobile,Argentina,276.51,2025-04-04
exp_user_5131,control,0,mobile,Colombia,26.03,2025-03-02
exp_user_5132,control,0,desktop,Argentina,98.19,2025-06-28
exp_user_5133,control,1,mobile,Mexico,195.85,2025-06-09
exp_user_5134,tratamiento,0,mobile,Colombia,110.45,2025-05-29
exp_user_5135,control,0,desktop,Mexico,156.02,2025-06-18
exp_user_5136,tratamiento,0,mobile,Mexico,45.67,2025-01-17
exp_user_5137,control,1,mobile,Mexico,239.1,2025-05-24
exp_user_5138,control,1,mobile,Colombia,20.67,2025-03-19
exp_user_5139,tratamiento,0,desktop,Mexico,242.2,2025-06-04
exp_user_5140,control,1,desktop,Mexico,248.78,2025-06-09
exp_user_5141,tratamiento,0,desktop,Argentina,224.4,2025-03-08
exp_user_5142,tratamiento,1,mobile,Colombia,165.75,2025-03-17
exp_user_5143,control,0,mobile,Colombia,112.45,2025-02-25
exp_user_5144,control,0,mobile,Colombia,120.2,2025-01-17
exp_user_5145,control,0,mobile,Argentina,215.51,2025-06-29
exp_user_5146,control,0,mobile,Colombia,221.49,2025-02-22
exp_user_5147,control,0,mobile,Mexico,73.64,2025-03-14
exp_user_5148,control,0,mobile,Colombia,47,2025-05-21
exp_user_5149,control,1,desktop,Colombia,242.09,2025-04-15
exp_user_5150,control,0,desktop,Argentina,151.44,2025-03-31
exp_user_5151,control,0,mobile,Mexico,158.98,2025-06-07
exp_user_5152,control,1,desktop,Argentina,113.87,2025-05-04
exp_user_5153,control,0,mobile,Argentina,157.93,2025-06-12
exp_user_5154,tratamiento,0,mobile,Mexico,295.11,2025-03-19
exp_user_5155,control,0,mobile,Mexico,277.14,2025-01-17
exp_user_5156,tratamiento,0,mobile,Argentina,220.38,2025-05-07
exp_user_5157,control,0,desktop,Argentina,84.12,2025-04-18
exp_user_5158,control,0,desktop,Colombia,297.91,2025-06-10
exp_user_5159,control,1,desktop,Mexico,237.56,2025-02-02
exp_user_5160,control,0,mobile,Mexico,105.35,2025-04-28
exp_user_5161,control,0,desktop,Argentina,172.11,2025-05-15
exp_user_5162,tratamiento,0,desktop,Argentina,83.64,2025-02-03
exp_user_5163,control,1,mobile,Colombia,135.36,2025-02-12
exp_user_5164,tratamiento,0,mobile,Mexico,213.71,2025-04-28
exp_user_5165,tratamiento,0,mobile,Mexico,76.74,2025-06-21
exp_user_5166,tratamiento,0,mobile,Colombia,98.32,2025-05-07
exp_user_5167,control,0,mobile,Colombia,248.35,2025-01-21
exp_user_5168,tratamiento,0,desktop,Argentina,94.42,2025-01-03
exp_user_5169,control,0,mobile,Colombia,60.69,2025-04-20
exp_user_5170,tratamiento,0,desktop,Mexico,130.73,2025-01-08
exp_user_5171,control,0,desktop,Argentina,160.37,2025-05-16
exp_user_5172,control,0,desktop,Colombia,23.39,2025-06-29
exp_user_5173,control,0,mobile,Mexico,254.11,2025-04-13
exp_user_5174,control,0,desktop,Colombia,124.63,2025-01-02
exp_user_5175,control,0,mobile,Mexico,171.58,2025-03-21
exp_user_5176,tratamiento,0,desktop,Colombia,266.75,2025-05-24
exp_user_5177,tratamiento,0,desktop,Argentina,168.3,2025-06-30
exp_user_5178,tratamiento,0,mobile,Argentina,21.18,2025-03-31
exp_user_5179,control,0,desktop,Colombia,258.22,2025-05-24
exp_user_5180,tratamiento,0,mobile,Mexico,275.67,2025-03-03
exp_user_5181,tratamiento,0,desktop,Argentina,277.24,2025-02-18
exp_user_5182,control,0,desktop,Mexico,94.48,2025-02-24
exp_user_5183,control,1,desktop,Colombia,235.84,2025-04-17
exp_user_5184,tratamiento,0,desktop,Mexico,181.71,2025-04-04
exp_user_5185,control,0,desktop,Mexico,279.94,2025-06-22
exp_user_5186,tratamiento,0,desktop,Colombia,76.38,2025-04-14
exp_user_5187,tratamiento,0,desktop,Mexico,165.85,2025-05-12
exp_user_5188,control,0,desktop,Argentina,207.89,2025-06-21
exp_user_5189,control,0,mobile,Colombia,275.69,2025-02-17
exp_user_5190,tratamiento,0,mobile,Colombia,74.33,2025-02-20
exp_user_5191,control,0,desktop,Argentina,224.23,2025-05-09
exp_user_5192,tratamiento,0,desktop,Mexico,111.2,2025-04-30
exp_user_5193,control,0,mobile,Colombia,58.88,2025-05-26
exp_user_5194,control,0,mobile,Mexico,161.82,2025-02-09
exp_user_5195,tratamiento,0,desktop,Argentina,156.98,2025-05-31
exp_user_5196,tratamiento,0,desktop,Mexico,188,2025-05-31
exp_user_5197,control,0,mobile,Colombia,79.36,2025-05-01
exp_user_5198,control,0,desktop,Mexico,160.26,2025-01-04
exp_user_5199,control,0,desktop,Colombia,192.3,2025-03-16
exp_user_5200,control,0,mobile,Colombia,202.78,2025-05-17
exp_user_5201,control,1,mobile,Colombia,290.33,2025-04-29
exp_user_5202,tratamiento,0,desktop,Colombia,174.69,2025-05-28
exp_user_5203,tratamiento,0,mobile,Mexico,197.22,2025-04-08
exp_user_5204,tratamiento,0,mobile,Argentina,29.34,2025-05-31
exp_user_5205,tratamiento,1,mobile,Argentina,272.3,2025-03-02
exp_user_5206,control,0,desktop,Mexico,299.18,2025-02-12
exp_user_5207,control,0,mobile,Colombia,190.16,2025-03-03
exp_user_5208,control,0,mobile,Argentina,79.11,2025-06-22
exp_user_5209,control,0,mobile,Mexico,24.75,2025-06-22
exp_user_5210,tratamiento,0,desktop,Colombia,176.13,2025-06-13
exp_user_5211,tratamiento,0,desktop,Mexico,191.11,2025-05-21
exp_user_5212,tratamiento,0,mobile,Colombia,145.6,2025-01-27
exp_user_5213,control,0,mobile,Colombia,247.78,2025-04-14
exp_user_5214,tratamiento,0,desktop,Colombia,33.96,2025-04-23
exp_user_5215,tratamiento,0,mobile,Colombia,58.36,2025-06-14
exp_user_5216,tratamiento,0,desktop,Argentina,145.45,2025-02-17
exp_user_5217,tratamiento,0,mobile,Colombia,239.56,2025-06-16
exp_user_5218,tratamiento,0,mobile,Mexico,34.51,2025-02-02
exp_user_5219,tratamiento,0,mobile,Mexico,290.7,2025-06-03
exp_user_5220,tratamiento,0,desktop,Mexico,262.16,2025-05-24
exp_user_5221,control,0,mobile,Argentina,151.11,2025-03-24
exp_user_5222,tratamiento,0,desktop,Colombia,222.05,2025-01-11
exp_user_5223,control,1,desktop,Mexico,43.52,2025-01-05
exp_user_5224,tratamiento,1,desktop,Mexico,64.95,2025-06-18
exp_user_5225,control,0,mobile,Colombia,290.37,2025-01-02
exp_user_5226,control,1,mobile,Colombia,35.09,2025-05-12
exp_user_5227,tratamiento,0,desktop,Colombia,230.05,2025-04-24
exp_user_5228,tratamiento,1,desktop,Argentina,58.04,2025-02-17
exp_user_5229,tratamiento,0,desktop,Argentina,40.78,2025-05-22
exp_user_5230,control,0,desktop,Mexico,192.58,2025-06-20
exp_user_5231,tratamiento,0,mobile,Colombia,269.03,2025-03-14
exp_user_5232,tratamiento,0,mobile,Argentina,158.52,2025-04-17
exp_user_5233,control,0,desktop,Colombia,194.87,2025-05-08
exp_user_5234,tratamiento,0,mobile,Mexico,196.68,2025-05-31
exp_user_5235,control,0,desktop,Mexico,42.46,2025-01-03
exp_user_5236,tratamiento,0,desktop,Argentina,50.09,2025-05-27
exp_user_5237,control,0,desktop,Argentina,47.58,2025-02-07
exp_user_5238,control,0,desktop,Argentina,273.45,2025-04-04
exp_user_5239,tratamiento,0,mobile,Mexico,118.66,2025-03-17
exp_user_5240,tratamiento,0,mobile,Argentina,41.57,2025-05-21
exp_user_5241,tratamiento,0,mobile,Argentina,122.36,2025-05-05
exp_user_5242,control,1,mobile,Argentina,231.39,2025-05-16
exp_user_5243,control,0,desktop,Mexico,156.57,2025-03-13
exp_user_5244,control,0,desktop,Colombia,167.14,2025-02-07
exp_user_5245,control,0,desktop,Argentina,44.59,2025-06-04
exp_user_5246,control,0,mobile,Argentina,228.88,2025-04-05
exp_user_5247,tratamiento,0,mobile,Argentina,94.42,2025-02-05
exp_user_5248,control,0,mobile,Colombia,109.48,2025-03-19
exp_user_5249,tratamiento,0,desktop,Colombia,111.71,2025-01-11
exp_user_5250,tratamiento,0,desktop,Argentina,239.5,2025-04-08
exp_user_5251,control,1,desktop,Colombia,57.25,2025-06-17
exp_user_5252,tratamiento,0,mobile,Argentina,280.35,2025-06-22
exp_user_5253,control,0,mobile,Colombia,208.28,2025-03-08
exp_user_5254,tratamiento,0,mobile,Colombia,47.89,2025-06-09
exp_user_5255,control,0,mobile,Mexico,84.27,2025-02-26
exp_user_5256,tratamiento,0,mobile,Mexico,286.82,2025-03-22
exp_user_5257,control,0,desktop,Argentina,93.4,2025-01-30
exp_user_5258,tratamiento,0,desktop,Mexico,299.37,2025-04-05
exp_user_5259,control,0,mobile,Mexico,186.9,2025-05-04
exp_user_5260,control,0,mobile,Argentina,153.93,2025-05-27
exp_user_5261,control,1,desktop,Mexico,36.21,2025-04-01
exp_user_5262,tratamiento,0,mobile,Argentina,154.54,2025-04-13
exp_user_5263,control,0,desktop,Colombia,53.47,2025-05-29
exp_user_5264,control,0,mobile,Mexico,207.72,2025-03-27
exp_user_5265,control,0,mobile,Colombia,36.97,2025-06-17
exp_user_5266,control,0,desktop,Colombia,82.18,2025-05-03
exp_user_5267,control,0,mobile,Colombia,70.93,2025-02-18
exp_user_5268,tratamiento,0,mobile,Mexico,152.48,2025-06-02
exp_user_5269,control,0,mobile,Mexico,170.54,2025-02-18
exp_user_5270,control,0,desktop,Argentina,131.86,2025-06-20
exp_user_5271,tratamiento,0,desktop,Colombia,213.3,2025-06-03
exp_user_5272,control,0,mobile,Mexico,171.07,2025-06-25
exp_user_5273,tratamiento,1,mobile,Mexico,82.43,2025-06-10
exp_user_5274,control,0,mobile,Mexico,293.56,2025-05-13
exp_user_5275,tratamiento,0,mobile,Argentina,53.4,2025-02-09
exp_user_5276,control,0,desktop,Mexico,290.85,2025-04-29
exp_user_5277,control,0,mobile,Argentina,81.24,2025-01-24
exp_user_5278,tratamiento,0,mobile,Mexico,217.97,2025-01-13
exp_user_5279,control,0,desktop,Argentina,161.5,2025-06-30
exp_user_5280,control,0,desktop,Colombia,290.72,2025-03-14
exp_user_5281,control,1,desktop,Colombia,232.28,2025-01-22
exp_user_5282,control,0,mobile,Mexico,146.44,2025-05-10
exp_user_5283,tratamiento,0,mobile,Colombia,206.47,2025-06-22
exp_user_5284,control,1,desktop,Colombia,202.29,2025-03-08
exp_user_5285,tratamiento,0,desktop,Argentina,242.47,2025-05-30
exp_user_5286,tratamiento,0,desktop,Colombia,138.12,2025-01-29
exp_user_5287,tratamiento,0,desktop,Mexico,240.1,2025-06-26
exp_user_5288,tratamiento,0,desktop,Colombia,193.19,2025-06-21
exp_user_5289,control,1,mobile,Mexico,215.37,2025-04-16
exp_user_5290,control,0,mobile,Argentina,43.32,2025-05-04
exp_user_5291,control,0,desktop,Argentina,78.3,2025-06-15
exp_user_5292,control,1,mobile,Mexico,176.39,2025-06-19
exp_user_5293,tratamiento,0,mobile,Argentina,260.03,2025-06-18
exp_user_5294,control,0,desktop,Argentina,129.41,2025-04-18
exp_user_5295,tratamiento,0,mobile,Argentina,248.99,2025-06-07
exp_user_5296,control,0,desktop,Argentina,20.14,2025-04-10
exp_user_5297,tratamiento,0,desktop,Mexico,133.84,2025-01-20
exp_user_5298,control,0,mobile,Mexico,161.67,2025-01-22
exp_user_5299,tratamiento,1,mobile,Colombia,241.45,2025-03-02
exp_user_5300,tratamiento,0,mobile,Colombia,140.04,2025-04-21
exp_user_5301,tratamiento,0,desktop,Argentina,240.65,2025-05-22
exp_user_5302,tratamiento,1,desktop,Mexico,262.85,2025-06-23
exp_user_5303,tratamiento,0,mobile,Argentina,176.05,2025-04-08
exp_user_5304,tratamiento,0,mobile,Mexico,245.18,2025-01-01
exp_user_5305,tratamiento,0,mobile,Colombia,42.56,2025-06-09
exp_user_5306,tratamiento,0,mobile,Argentina,65.47,2025-04-14
exp_user_5307,tratamiento,0,mobile,Mexico,122.81,2025-01-31
exp_user_5308,control,0,mobile,Colombia,209.75,2025-05-26
exp_user_5309,control,0,mobile,Argentina,274.26,2025-04-16
exp_user_5310,control,0,mobile,Colombia,106.55,2025-01-28
exp_user_5311,control,0,desktop,Argentina,298.4,2025-04-04
exp_user_5312,tratamiento,0,desktop,Argentina,165.03,2025-03-22
exp_user_5313,tratamiento,0,desktop,Mexico,183.09,2025-02-16
exp_user_5314,tratamiento,1,mobile,Argentina,95.65,2025-04-27
exp_user_5315,control,0,mobile,Colombia,100.13,2025-01-04
exp_user_5316,tratamiento,0,mobile,Colombia,184.28,2025-02-08
exp_user_5317,tratamiento,0,mobile,Colombia,216.7,2025-03-02
exp_user_5318,control,0,mobile,Mexico,94.97,2025-03-16
exp_user_5319,tratamiento,0,mobile,Mexico,208.65,2025-05-03
exp_user_5320,control,0,desktop,Colombia,53.82,2025-03-08
exp_user_5321,tratamiento,0,mobile,Argentina,202.95,2025-05-01
exp_user_5322,tratamiento,0,desktop,Mexico,297.67,2025-04-13
exp_user_5323,tratamiento,0,mobile,Mexico,297.3,2025-04-28
exp_user_5324,control,0,desktop,Argentina,185.69,2025-05-21
exp_user_5325,tratamiento,0,mobile,Colombia,70.33,2025-04-21
exp_user_5326,control,0,mobile,Mexico,213.23,2025-06-21
exp_user_5327,control,0,desktop,Mexico,156.04,2025-05-07
exp_user_5328,tratamiento,1,desktop,Argentina,156.26,2025-06-25
exp_user_5329,control,1,desktop,Argentina,169.72,2025-04-22
exp_user_5330,control,0,desktop,Colombia,136.93,2025-04-02
exp_user_5331,control,0,desktop,Colombia,101.6,2025-06-17
exp_user_5332,tratamiento,0,mobile,Colombia,181.53,2025-03-26
exp_user_5333,control,0,desktop,Argentina,104.98,2025-03-15
exp_user_5334,control,1,desktop,Argentina,28.2,2025-02-05
exp_user_5335,tratamiento,0,desktop,Mexico,281.08,2025-03-22
exp_user_5336,control,0,mobile,Mexico,53.16,2025-03-15
exp_user_5337,tratamiento,0,desktop,Colombia,247.53,2025-03-01
exp_user_5338,control,0,mobile,Colombia,296.19,2025-05-26
exp_user_5339,control,0,mobile,Colombia,287.72,2025-01-09
exp_user_5340,tratamiento,0,mobile,Colombia,70.88,2025-03-13
exp_user_5341,control,0,desktop,Colombia,117.49,2025-04-23
exp_user_5342,control,1,mobile,Colombia,127.17,2025-03-07
exp_user_5343,tratamiento,0,desktop,Mexico,93.62,2025-01-15
exp_user_5344,tratamiento,0,desktop,Argentina,70.37,2025-03-13
exp_user_5345,tratamiento,0,desktop,Colombia,218.19,2025-05-17
exp_user_5346,tratamiento,1,desktop,Argentina,200.7,2025-03-24
exp_user_5347,tratamiento,0,mobile,Colombia,193.09,2025-06-29
exp_user_5348,control,1,desktop,Mexico,158.59,2025-01-22
exp_user_5349,tratamiento,1,mobile,Colombia,287.43,2025-02-12
exp_user_5350,control,0,mobile,Colombia,122.23,2025-03-10
exp_user_5351,tratamiento,0,desktop,Mexico,117.95,2025-06-13
exp_user_5352,tratamiento,1,mobile,Mexico,208.56,2025-04-26
exp_user_5353,control,0,desktop,Argentina,68.5,2025-01-15
exp_user_5354,control,0,mobile,Colombia,28.11,2025-04-05
exp_user_5355,control,1,desktop,Mexico,95.56,2025-04-25
exp_user_5356,tratamiento,0,mobile,Argentina,136.73,2025-04-25
exp_user_5357,control,0,desktop,Mexico,275.26,2025-03-06
exp_user_5358,tratamiento,0,mobile,Colombia,141.11,2025-04-13
exp_user_5359,tratamiento,0,mobile,Mexico,293.72,2025-04-08
exp_user_5360,control,0,desktop,Colombia,279.71,2025-06-17
exp_user_5361,tratamiento,0,mobile,Mexico,63.02,2025-05-03
exp_user_5362,tratamiento,0,desktop,Mexico,235.71,2025-04-02
exp_user_5363,control,0,desktop,Mexico,220.89,2025-04-26
exp_user_5364,tratamiento,0,mobile,Mexico,227.72,2025-03-07
exp_user_5365,tratamiento,0,mobile,Mexico,292.35,2025-01-18
exp_user_5366,tratamiento,0,desktop,Colombia,236.62,2025-01-14
exp_user_5367,control,0,desktop,Colombia,175.89,2025-02-10
exp_user_5368,control,0,desktop,Colombia,240.07,2025-06-14
exp_user_5369,tratamiento,0,desktop,Colombia,172.32,2025-01-28
exp_user_5370,control,0,desktop,Argentina,209.71,2025-05-13
exp_user_5371,control,1,mobile,Mexico,119.07,2025-05-20
exp_user_5372,control,0,mobile,Colombia,299.12,2025-02-16
exp_user_5373,control,0,mobile,Argentina,65.24,2025-05-20
exp_user_5374,control,0,desktop,Argentina,273.35,2025-03-26
exp_user_5375,tratamiento,0,mobile,Colombia,132.29,2025-01-17
exp_user_5376,tratamiento,0,desktop,Mexico,198.81,2025-01-20
exp_user_5377,control,0,mobile,Argentina,197.7,2025-04-23
exp_user_5378,tratamiento,0,desktop,Argentina,204.33,2025-04-04
exp_user_5379,control,1,mobile,Mexico,211.94,2025-01-18
exp_user_5380,tratamiento,0,mobile,Mexico,192.99,2025-02-02
exp_user_5381,control,0,desktop,Argentina,96.38,2025-01-04
exp_user_5382,tratamiento,0,mobile,Mexico,24.96,2025-04-29
exp_user_5383,tratamiento,0,mobile,Mexico,34.71,2025-02-02
exp_user_5384,control,0,mobile,Colombia,167.75,2025-02-09
exp_user_5385,tratamiento,0,mobile,Colombia,133.89,2025-04-20
exp_user_5386,control,0,mobile,Mexico,246.68,2025-04-13
exp_user_5387,tratamiento,1,mobile,Argentina,139.24,2025-06-06
exp_user_5388,tratamiento,0,mobile,Mexico,153.54,2025-04-13
